,date,value,name
93,1954-10-01,26720.0,IPC
94,1954-11-01,26780.0,IPC
95,1954-12-01,26770.0,IPC
96,1955-01-01,26770.0,IPC
97,1955-02-01,26820.0,IPC
98,1955-03-01,26790.0,IPC
99,1955-04-01,26790.0,IPC
100,1955-05-01,26770.0,IPC
101,1955-06-01,26710.0,IPC
102,1955-07-01,26760.0,IPC
103,1955-08-01,26720.0,IPC
104,1955-09-01,26850.0,IPC
105,1955-10-01,26820.0,IPC
106,1955-11-01,26880.0,IPC
107,1955-12-01,26870.0,IPC
108,1956-01-01,26830.0,IPC
109,1956-02-01,26860.0,IPC
110,1956-03-01,26890.0,IPC
111,1956-04-01,26930.0,IPC
112,1956-05-01,27030.0,IPC
113,1956-06-01,27150.0,IPC
114,1956-07-01,27290.0,IPC
115,1956-08-01,27310.0,IPC
116,1956-09-01,27350.0,IPC
117,1956-10-01,27510.0,IPC
118,1956-11-01,27510.0,IPC
119,1956-12-01,27630.0,IPC
120,1957-01-01,27670.0,IPC
121,1957-02-01,27800.0,IPC
122,1957-03-01,27860.0,IPC
123,1957-04-01,27930.0,IPC
124,1957-05-01,28000.0,IPC
125,1957-06-01,28110.0,IPC
126,1957-07-01,28190.0,IPC
127,1957-08-01,28280.0,IPC
128,1957-09-01,28320.0,IPC
129,1957-10-01,28320.0,IPC
130,1957-11-01,28410.0,IPC
131,1957-12-01,28470.0,IPC
132,1958-01-01,28640.0,IPC
133,1958-02-01,28700.0,IPC
134,1958-03-01,28870.0,IPC
135,1958-04-01,28940.0,IPC
136,1958-05-01,28940.0,IPC
137,1958-06-01,28910.0,IPC
138,1958-07-01,28890.0,IPC
139,1958-08-01,28940.0,IPC
140,1958-09-01,28910.0,IPC
141,1958-10-01,28910.0,IPC
142,1958-11-01,28950.0,IPC
143,1958-12-01,28970.0,IPC
144,1959-01-01,29010.0,IPC
145,1959-02-01,29000.0,IPC
146,1959-03-01,28970.0,IPC
147,1959-04-01,28980.0,IPC
148,1959-05-01,29040.0,IPC
149,1959-06-01,29110.0,IPC
150,1959-07-01,29150.0,IPC
151,1959-08-01,29180.0,IPC
152,1959-09-01,29250.0,IPC
153,1959-10-01,29350.0,IPC
154,1959-11-01,29350.0,IPC
155,1959-12-01,29410.0,IPC
156,1960-01-01,29370.0,IPC
157,1960-02-01,29410.0,IPC
158,1960-03-01,29410.0,IPC
159,1960-04-01,29540.0,IPC
160,1960-05-01,29570.0,IPC
161,1960-06-01,29610.0,IPC
162,1960-07-01,29550.0,IPC
163,1960-08-01,29610.0,IPC
164,1960-09-01,29610.0,IPC
165,1960-10-01,29750.0,IPC
166,1960-11-01,29780.0,IPC
167,1960-12-01,29810.0,IPC
168,1961-01-01,29840.0,IPC
169,1961-02-01,29840.0,IPC
170,1961-03-01,29840.0,IPC
171,1961-04-01,29810.0,IPC
172,1961-05-01,29840.0,IPC
173,1961-06-01,29840.0,IPC
174,1961-07-01,29920.0,IPC
175,1961-08-01,29940.0,IPC
176,1961-09-01,29980.0,IPC
177,1961-10-01,29980.0,IPC
178,1961-11-01,29980.0,IPC
179,1961-12-01,30010.0,IPC
180,1962-01-01,30040.0,IPC
181,1962-02-01,30110.0,IPC
182,1962-03-01,30170.0,IPC
183,1962-04-01,30210.0,IPC
184,1962-05-01,30240.0,IPC
185,1962-06-01,30210.0,IPC
186,1962-07-01,30220.0,IPC
187,1962-08-01,30280.0,IPC
188,1962-09-01,30420.0,IPC
189,1962-10-01,30380.0,IPC
190,1962-11-01,30380.0,IPC
191,1962-12-01,30380.0,IPC
192,1963-01-01,30440.0,IPC
193,1963-02-01,30480.0,IPC
194,1963-03-01,30510.0,IPC
195,1963-04-01,30480.0,IPC
196,1963-05-01,30510.0,IPC
197,1963-06-01,30610.0,IPC
198,1963-07-01,30690.0,IPC
199,1963-08-01,30750.0,IPC
200,1963-09-01,30720.0,IPC
201,1963-10-01,30750.0,IPC
202,1963-11-01,30780.0,IPC
203,1963-12-01,30880.0,IPC
204,1964-01-01,30940.0,IPC
205,1964-02-01,30910.0,IPC
206,1964-03-01,30940.0,IPC
207,1964-04-01,30950.0,IPC
208,1964-05-01,30980.0,IPC
209,1964-06-01,31010.0,IPC
210,1964-07-01,31020.0,IPC
211,1964-08-01,31050.0,IPC
212,1964-09-01,31080.0,IPC
213,1964-10-01,31120.0,IPC
214,1964-11-01,31210.0,IPC
215,1964-12-01,31250.0,IPC
216,1965-01-01,31280.0,IPC
217,1965-02-01,31280.0,IPC
218,1965-03-01,31310.0,IPC
219,1965-04-01,31380.0,IPC
220,1965-05-01,31480.0,IPC
221,1965-06-01,31610.0,IPC
222,1965-07-01,31580.0,IPC
223,1965-08-01,31550.0,IPC
224,1965-09-01,31620.0,IPC
225,1965-10-01,31650.0,IPC
226,1965-11-01,31750.0,IPC
227,1965-12-01,31850.0,IPC
228,1966-01-01,31880.0,IPC
229,1966-02-01,32080.0,IPC
230,1966-03-01,32180.0,IPC
231,1966-04-01,32280.0,IPC
232,1966-05-01,32350.0,IPC
233,1966-06-01,32380.000000000004,IPC
234,1966-07-01,32450.000000000004,IPC
235,1966-08-01,32650.0,IPC
236,1966-09-01,32750.0,IPC
237,1966-10-01,32850.0,IPC
238,1966-11-01,32880.0,IPC
239,1966-12-01,32920.0,IPC
240,1967-01-01,32900.0,IPC
241,1967-02-01,33000.0,IPC
242,1967-03-01,33000.0,IPC
243,1967-04-01,33100.0,IPC
244,1967-05-01,33100.0,IPC
245,1967-06-01,33300.0,IPC
246,1967-07-01,33400.0,IPC
247,1967-08-01,33500.0,IPC
248,1967-09-01,33600.0,IPC
249,1967-10-01,33700.0,IPC
250,1967-11-01,33900.0,IPC
251,1967-12-01,34000.0,IPC
252,1968-01-01,34100.0,IPC
253,1968-02-01,34200.0,IPC
254,1968-03-01,34300.0,IPC
255,1968-04-01,34400.0,IPC
256,1968-05-01,34500.0,IPC
257,1968-06-01,34700.0,IPC
258,1968-07-01,34900.0,IPC
259,1968-08-01,35000.0,IPC
260,1968-09-01,35100.0,IPC
261,1968-10-01,35300.0,IPC
262,1968-11-01,35400.0,IPC
263,1968-12-01,35600.0,IPC
264,1969-01-01,35700.0,IPC
265,1969-02-01,35800.0,IPC
266,1969-03-01,36100.0,IPC
267,1969-04-01,36300.0,IPC
268,1969-05-01,36400.0,IPC
269,1969-06-01,36600.0,IPC
270,1969-07-01,36800.0,IPC
271,1969-08-01,36900.0,IPC
272,1969-09-01,37100.0,IPC
273,1969-10-01,37300.0,IPC
274,1969-11-01,37500.0,IPC
275,1969-12-01,37700.0,IPC
276,1970-01-01,37900.0,IPC
277,1970-02-01,38100.0,IPC
278,1970-03-01,38300.0,IPC
279,1970-04-01,38500.0,IPC
280,1970-05-01,38600.0,IPC
281,1970-06-01,38800.0,IPC
282,1970-07-01,38900.0,IPC
283,1970-08-01,39000.0,IPC
284,1970-09-01,39200.0,IPC
285,1970-10-01,39400.0,IPC
286,1970-11-01,39600.0,IPC
287,1970-12-01,39800.0,IPC
288,1971-01-01,39900.0,IPC
289,1971-02-01,39900.0,IPC
290,1971-03-01,40000.0,IPC
291,1971-04-01,40100.0,IPC
292,1971-05-01,40300.0,IPC
293,1971-06-01,40500.0,IPC
294,1971-07-01,40600.0,IPC
295,1971-08-01,40700.0,IPC
296,1971-09-01,40800.0,IPC
297,1971-10-01,40900.0,IPC
298,1971-11-01,41000.0,IPC
299,1971-12-01,41100.0,IPC
300,1972-01-01,41200.0,IPC
301,1972-02-01,41400.0,IPC
302,1972-03-01,41400.0,IPC
303,1972-04-01,41500.0,IPC
304,1972-05-01,41600.0,IPC
305,1972-06-01,41700.0,IPC
306,1972-07-01,41800.0,IPC
307,1972-08-01,41900.0,IPC
308,1972-09-01,42100.0,IPC
309,1972-10-01,42200.0,IPC
310,1972-11-01,42400.0,IPC
311,1972-12-01,42500.0,IPC
312,1973-01-01,42700.0,IPC
313,1973-02-01,43000.0,IPC
314,1973-03-01,43400.0,IPC
315,1973-04-01,43700.0,IPC
316,1973-05-01,43900.0,IPC
317,1973-06-01,44200.0,IPC
318,1973-07-01,44200.0,IPC
319,1973-08-01,45000.0,IPC
320,1973-09-01,45200.0,IPC
321,1973-10-01,45600.0,IPC
322,1973-11-01,45900.0,IPC
323,1973-12-01,46300.0,IPC
324,1974-01-01,46800.0,IPC
325,1974-02-01,47300.0,IPC
326,1974-03-01,47800.0,IPC
327,1974-04-01,48100.0,IPC
328,1974-05-01,48600.0,IPC
329,1974-06-01,49000.0,IPC
330,1974-07-01,49300.0,IPC
331,1974-08-01,49900.0,IPC
332,1974-09-01,50600.0,IPC
333,1974-10-01,51000.0,IPC
334,1974-11-01,51500.0,IPC
335,1974-12-01,51900.0,IPC
336,1975-01-01,52300.0,IPC
337,1975-02-01,52600.0,IPC
338,1975-03-01,52800.0,IPC
339,1975-04-01,53000.0,IPC
340,1975-05-01,53100.0,IPC
341,1975-06-01,53500.0,IPC
342,1975-07-01,54000.0,IPC
343,1975-08-01,54200.0,IPC
344,1975-09-01,54600.0,IPC
345,1975-10-01,54900.0,IPC
346,1975-11-01,55300.0,IPC
347,1975-12-01,55600.0,IPC
348,1976-01-01,55800.0,IPC
349,1976-02-01,55900.0,IPC
350,1976-03-01,56000.0,IPC
351,1976-04-01,56100.0,IPC
352,1976-05-01,56400.0,IPC
353,1976-06-01,56700.0,IPC
354,1976-07-01,57000.0,IPC
355,1976-08-01,57300.0,IPC
356,1976-09-01,57600.0,IPC
357,1976-10-01,57900.0,IPC
358,1976-11-01,58100.0,IPC
359,1976-12-01,58400.0,IPC
360,1977-01-01,58700.0,IPC
361,1977-02-01,59300.0,IPC
362,1977-03-01,59600.0,IPC
363,1977-04-01,60000.0,IPC
364,1977-05-01,60200.0,IPC
365,1977-06-01,60500.0,IPC
366,1977-07-01,60800.0,IPC
367,1977-08-01,61100.0,IPC
368,1977-09-01,61300.0,IPC
369,1977-10-01,61600.0,IPC
370,1977-11-01,62000.0,IPC
371,1977-12-01,62300.0,IPC
372,1978-01-01,62700.0,IPC
373,1978-02-01,63000.0,IPC
374,1978-03-01,63400.0,IPC
375,1978-04-01,63900.0,IPC
376,1978-05-01,64500.0,IPC
377,1978-06-01,65000.0,IPC
378,1978-07-01,65500.0,IPC
379,1978-08-01,65900.0,IPC
380,1978-09-01,66500.0,IPC
381,1978-10-01,67100.0,IPC
382,1978-11-01,67500.0,IPC
383,1978-12-01,67900.0,IPC
384,1979-01-01,68500.0,IPC
385,1979-02-01,69200.0,IPC
386,1979-03-01,69900.0,IPC
387,1979-04-01,70600.0,IPC
388,1979-05-01,71400.0,IPC
389,1979-06-01,72200.0,IPC
390,1979-07-01,73000.0,IPC
391,1979-08-01,73700.0,IPC
392,1979-09-01,74400.0,IPC
393,1979-10-01,75200.0,IPC
394,1979-11-01,76000.0,IPC
395,1979-12-01,76900.0,IPC
396,1980-01-01,78000.0,IPC
397,1980-02-01,79000.0,IPC
398,1980-03-01,80100.0,IPC
399,1980-04-01,80900.0,IPC
400,1980-05-01,81700.0,IPC
401,1980-06-01,82500.0,IPC
402,1980-07-01,82600.0,IPC
403,1980-08-01,83200.0,IPC
404,1980-09-01,83900.0,IPC
405,1980-10-01,84700.0,IPC
406,1980-11-01,85600.0,IPC
407,1980-12-01,86400.0,IPC
408,1981-01-01,87200.0,IPC
409,1981-02-01,88000.0,IPC
410,1981-03-01,88600.0,IPC
411,1981-04-01,89100.0,IPC
412,1981-05-01,89700.0,IPC
413,1981-06-01,90500.0,IPC
414,1981-07-01,91500.0,IPC
415,1981-08-01,92200.0,IPC
416,1981-09-01,93100.0,IPC
417,1981-10-01,93400.0,IPC
418,1981-11-01,93800.0,IPC
419,1981-12-01,94100.0,IPC
420,1982-01-01,94400.0,IPC
421,1982-02-01,94700.0,IPC
422,1982-03-01,94700.0,IPC
423,1982-04-01,95000.0,IPC
424,1982-05-01,95900.0,IPC
425,1982-06-01,97000.0,IPC
426,1982-07-01,97500.0,IPC
427,1982-08-01,97700.0,IPC
428,1982-09-01,97700.0,IPC
429,1982-10-01,98100.0,IPC
430,1982-11-01,98000.0,IPC
431,1982-12-01,97700.0,IPC
432,1983-01-01,97900.0,IPC
433,1983-02-01,98000.0,IPC
434,1983-03-01,98100.0,IPC
435,1983-04-01,98800.0,IPC
436,1983-05-01,99200.0,IPC
437,1983-06-01,99400.0,IPC
438,1983-07-01,99800.0,IPC
439,1983-08-01,100100.0,IPC
440,1983-09-01,100400.0,IPC
441,1983-10-01,100800.0,IPC
442,1983-11-01,101100.0,IPC
443,1983-12-01,101400.0,IPC
444,1984-01-01,102100.0,IPC
445,1984-02-01,102600.0,IPC
446,1984-03-01,102900.0,IPC
447,1984-04-01,103300.0,IPC
448,1984-05-01,103500.0,IPC
449,1984-06-01,103700.0,IPC
450,1984-07-01,104100.0,IPC
451,1984-08-01,104400.0,IPC
452,1984-09-01,104700.0,IPC
453,1984-10-01,105100.0,IPC
454,1984-11-01,105300.0,IPC
455,1984-12-01,105500.0,IPC
456,1985-01-01,105700.0,IPC
457,1985-02-01,106300.0,IPC
458,1985-03-01,106800.0,IPC
459,1985-04-01,107000.0,IPC
460,1985-05-01,107200.0,IPC
461,1985-06-01,107500.0,IPC
462,1985-07-01,107700.0,IPC
463,1985-08-01,107900.0,IPC
464,1985-09-01,108100.0,IPC
465,1985-10-01,108500.0,IPC
466,1985-11-01,109000.0,IPC
467,1985-12-01,109500.0,IPC
468,1986-01-01,109900.0,IPC
469,1986-02-01,109700.0,IPC
470,1986-03-01,109100.0,IPC
471,1986-04-01,108700.0,IPC
472,1986-05-01,109000.0,IPC
473,1986-06-01,109400.0,IPC
474,1986-07-01,109500.0,IPC
475,1986-08-01,109600.0,IPC
476,1986-09-01,110000.0,IPC
477,1986-10-01,110200.0,IPC
478,1986-11-01,110400.0,IPC
479,1986-12-01,110800.0,IPC
480,1987-01-01,111400.0,IPC
481,1987-02-01,111800.0,IPC
482,1987-03-01,112200.0,IPC
483,1987-04-01,112700.0,IPC
484,1987-05-01,113000.0,IPC
485,1987-06-01,113500.0,IPC
486,1987-07-01,113800.0,IPC
487,1987-08-01,114300.0,IPC
488,1987-09-01,114700.0,IPC
489,1987-10-01,115000.0,IPC
490,1987-11-01,115400.0,IPC
491,1987-12-01,115600.0,IPC
492,1988-01-01,116000.0,IPC
493,1988-02-01,116200.0,IPC
494,1988-03-01,116500.0,IPC
495,1988-04-01,117200.0,IPC
496,1988-05-01,117500.0,IPC
497,1988-06-01,118000.0,IPC
498,1988-07-01,118500.0,IPC
499,1988-08-01,119000.0,IPC
500,1988-09-01,119500.0,IPC
501,1988-10-01,119900.0,IPC
502,1988-11-01,120300.0,IPC
503,1988-12-01,120700.0,IPC
504,1989-01-01,121200.0,IPC
505,1989-02-01,121600.0,IPC
506,1989-03-01,122200.0,IPC
507,1989-04-01,123100.0,IPC
508,1989-05-01,123700.0,IPC
509,1989-06-01,124100.0,IPC
510,1989-07-01,124500.0,IPC
511,1989-08-01,124500.0,IPC
512,1989-09-01,124800.0,IPC
513,1989-10-01,125400.0,IPC
514,1989-11-01,125900.0,IPC
515,1989-12-01,126300.0,IPC
516,1990-01-01,127500.0,IPC
517,1990-02-01,128000.0,IPC
518,1990-03-01,128600.0,IPC
519,1990-04-01,128900.0,IPC
520,1990-05-01,129100.0,IPC
521,1990-06-01,129900.0,IPC
522,1990-07-01,130500.0,IPC
523,1990-08-01,131600.0,IPC
524,1990-09-01,132500.0,IPC
525,1990-10-01,133400.0,IPC
526,1990-11-01,133700.0,IPC
527,1990-12-01,134200.0,IPC
528,1991-01-01,134700.0,IPC
529,1991-02-01,134800.0,IPC
530,1991-03-01,134800.0,IPC
531,1991-04-01,135100.0,IPC
532,1991-05-01,135600.0,IPC
533,1991-06-01,136000.0,IPC
534,1991-07-01,136200.0,IPC
535,1991-08-01,136600.0,IPC
536,1991-09-01,137000.0,IPC
537,1991-10-01,137200.0,IPC
538,1991-11-01,137800.0,IPC
539,1991-12-01,138200.0,IPC
540,1992-01-01,138300.0,IPC
541,1992-02-01,138600.0,IPC
542,1992-03-01,139100.0,IPC
543,1992-04-01,139400.0,IPC
544,1992-05-01,139700.0,IPC
545,1992-06-01,140100.0,IPC
546,1992-07-01,140500.0,IPC
547,1992-08-01,140800.0,IPC
548,1992-09-01,141100.0,IPC
549,1992-10-01,141700.0,IPC
550,1992-11-01,142100.0,IPC
551,1992-12-01,142300.0,IPC
552,1993-01-01,142800.0,IPC
553,1993-02-01,143100.0,IPC
554,1993-03-01,143300.0,IPC
555,1993-04-01,143800.0,IPC
556,1993-05-01,144200.0,IPC
557,1993-06-01,144300.0,IPC
558,1993-07-01,144500.0,IPC
559,1993-08-01,144800.0,IPC
560,1993-09-01,145000.0,IPC
561,1993-10-01,145600.0,IPC
562,1993-11-01,146000.0,IPC
563,1993-12-01,146300.0,IPC
564,1994-01-01,146300.0,IPC
565,1994-02-01,146700.0,IPC
566,1994-03-01,147100.0,IPC
567,1994-04-01,147200.0,IPC
568,1994-05-01,147500.0,IPC
569,1994-06-01,147900.0,IPC
570,1994-07-01,148400.0,IPC
571,1994-08-01,149000.0,IPC
572,1994-09-01,149300.0,IPC
573,1994-10-01,149400.0,IPC
574,1994-11-01,149800.0,IPC
575,1994-12-01,150100.0,IPC
576,1995-01-01,150500.0,IPC
577,1995-02-01,150900.0,IPC
578,1995-03-01,151200.0,IPC
579,1995-04-01,151800.0,IPC
580,1995-05-01,152100.0,IPC
581,1995-06-01,152400.0,IPC
582,1995-07-01,152600.0,IPC
583,1995-08-01,152900.0,IPC
584,1995-09-01,153100.0,IPC
585,1995-10-01,153500.0,IPC
586,1995-11-01,153700.0,IPC
587,1995-12-01,153900.0,IPC
588,1996-01-01,154700.0,IPC
589,1996-02-01,155000.0,IPC
590,1996-03-01,155500.0,IPC
591,1996-04-01,156100.0,IPC
592,1996-05-01,156400.0,IPC
593,1996-06-01,156700.0,IPC
594,1996-07-01,157000.0,IPC
595,1996-08-01,157200.0,IPC
596,1996-09-01,157700.0,IPC
597,1996-10-01,158200.0,IPC
598,1996-11-01,158700.0,IPC
599,1996-12-01,159100.0,IPC
600,1997-01-01,159400.0,IPC
601,1997-02-01,159700.0,IPC
602,1997-03-01,159800.0,IPC
603,1997-04-01,159900.0,IPC
604,1997-05-01,159900.0,IPC
605,1997-06-01,160200.0,IPC
606,1997-07-01,160400.0,IPC
607,1997-08-01,160800.0,IPC
608,1997-09-01,161200.0,IPC
609,1997-10-01,161500.0,IPC
610,1997-11-01,161700.0,IPC
611,1997-12-01,161800.0,IPC
612,1998-01-01,162000.0,IPC
613,1998-02-01,162000.0,IPC
614,1998-03-01,162000.0,IPC
615,1998-04-01,162200.0,IPC
616,1998-05-01,162600.0,IPC
617,1998-06-01,162800.0,IPC
618,1998-07-01,163200.0,IPC
619,1998-08-01,163400.0,IPC
620,1998-09-01,163500.0,IPC
621,1998-10-01,163900.0,IPC
622,1998-11-01,164100.0,IPC
623,1998-12-01,164400.0,IPC
624,1999-01-01,164700.0,IPC
625,1999-02-01,164700.0,IPC
626,1999-03-01,164800.0,IPC
627,1999-04-01,165900.0,IPC
628,1999-05-01,166000.0,IPC
629,1999-06-01,166000.0,IPC
630,1999-07-01,166700.0,IPC
631,1999-08-01,167100.0,IPC
632,1999-09-01,167800.0,IPC
633,1999-10-01,168100.0,IPC
634,1999-11-01,168400.0,IPC
635,1999-12-01,168800.0,IPC
636,2000-01-01,169300.0,IPC
637,2000-02-01,170000.0,IPC
638,2000-03-01,171000.0,IPC
639,2000-04-01,170900.0,IPC
640,2000-05-01,171200.0,IPC
641,2000-06-01,172200.0,IPC
642,2000-07-01,172700.0,IPC
643,2000-08-01,172700.0,IPC
644,2000-09-01,173600.0,IPC
645,2000-10-01,173900.0,IPC
646,2000-11-01,174200.0,IPC
647,2000-12-01,174600.0,IPC
648,2001-01-01,175600.0,IPC
649,2001-02-01,176000.0,IPC
650,2001-03-01,176100.0,IPC
651,2001-04-01,176400.0,IPC
652,2001-05-01,177300.0,IPC
653,2001-06-01,177700.0,IPC
654,2001-07-01,177400.0,IPC
655,2001-08-01,177400.0,IPC
656,2001-09-01,178100.0,IPC
657,2001-10-01,177600.0,IPC
658,2001-11-01,177500.0,IPC
659,2001-12-01,177400.0,IPC
660,2002-01-01,177700.0,IPC
661,2002-02-01,178000.0,IPC
662,2002-03-01,178500.0,IPC
663,2002-04-01,179300.0,IPC
664,2002-05-01,179500.0,IPC
665,2002-06-01,179600.0,IPC
666,2002-07-01,180000.0,IPC
667,2002-08-01,180500.0,IPC
668,2002-09-01,180800.0,IPC
669,2002-10-01,181200.0,IPC
670,2002-11-01,181500.0,IPC
671,2002-12-01,181800.0,IPC
672,2003-01-01,182600.0,IPC
673,2003-02-01,183600.0,IPC
674,2003-03-01,183900.0,IPC
675,2003-04-01,183200.0,IPC
676,2003-05-01,182900.0,IPC
677,2003-06-01,183100.0,IPC
678,2003-07-01,183700.0,IPC
679,2003-08-01,184500.0,IPC
680,2003-09-01,185100.0,IPC
681,2003-10-01,184900.0,IPC
682,2003-11-01,185000.0,IPC
683,2003-12-01,185500.0,IPC
684,2004-01-01,186300.0,IPC
685,2004-02-01,186700.0,IPC
686,2004-03-01,187100.0,IPC
687,2004-04-01,187400.0,IPC
688,2004-05-01,188200.0,IPC
689,2004-06-01,188900.0,IPC
690,2004-07-01,189100.0,IPC
691,2004-08-01,189200.0,IPC
692,2004-09-01,189800.0,IPC
693,2004-10-01,190800.0,IPC
694,2004-11-01,191700.0,IPC
695,2004-12-01,191700.0,IPC
696,2005-01-01,191600.0,IPC
697,2005-02-01,192400.0,IPC
698,2005-03-01,193100.0,IPC
699,2005-04-01,193700.0,IPC
700,2005-05-01,193600.0,IPC
701,2005-06-01,193700.0,IPC
702,2005-07-01,194900.0,IPC
703,2005-08-01,196100.0,IPC
704,2005-09-01,198800.0,IPC
705,2005-10-01,199100.0,IPC
706,2005-11-01,198100.0,IPC
707,2005-12-01,198100.0,IPC
708,2006-01-01,199300.0,IPC
709,2006-02-01,199400.0,IPC
710,2006-03-01,199700.0,IPC
711,2006-04-01,200700.0,IPC
712,2006-05-01,201300.0,IPC
713,2006-06-01,201800.0,IPC
714,2006-07-01,202900.0,IPC
715,2006-08-01,203800.0,IPC
716,2006-09-01,202800.0,IPC
717,2006-10-01,201900.0,IPC
718,2006-11-01,202000.0,IPC
719,2006-12-01,203100.0,IPC
720,2007-01-01,203437.0,IPC
721,2007-02-01,204226.0,IPC
722,2007-03-01,205288.0,IPC
723,2007-04-01,205904.0,IPC
724,2007-05-01,206755.0,IPC
725,2007-06-01,207234.0,IPC
726,2007-07-01,207603.0,IPC
727,2007-08-01,207667.0,IPC
728,2007-09-01,208547.0,IPC
729,2007-10-01,209190.0,IPC
730,2007-11-01,210834.0,IPC
731,2007-12-01,211445.0,IPC
732,2008-01-01,212174.0,IPC
733,2008-02-01,212687.0,IPC
734,2008-03-01,213448.0,IPC
735,2008-04-01,213942.0,IPC
736,2008-05-01,215208.0,IPC
737,2008-06-01,217463.0,IPC
738,2008-07-01,219016.0,IPC
739,2008-08-01,218690.0,IPC
740,2008-09-01,218877.0,IPC
741,2008-10-01,216995.0,IPC
742,2008-11-01,213153.0,IPC
743,2008-12-01,211398.0,IPC
744,2009-01-01,211933.0,IPC
745,2009-02-01,212705.0,IPC
746,2009-03-01,212495.0,IPC
747,2009-04-01,212709.0,IPC
748,2009-05-01,213022.0,IPC
749,2009-06-01,214790.0,IPC
750,2009-07-01,214726.0,IPC
751,2009-08-01,215445.0,IPC
752,2009-09-01,215861.0,IPC
753,2009-10-01,216509.0,IPC
754,2009-11-01,217234.0,IPC
755,2009-12-01,217347.0,IPC
756,2010-01-01,217488.0,IPC
757,2010-02-01,217281.0,IPC
758,2010-03-01,217353.0,IPC
759,2010-04-01,217403.0,IPC
760,2010-05-01,217290.0,IPC
761,2010-06-01,217199.0,IPC
762,2010-07-01,217605.0,IPC
763,2010-08-01,217923.0,IPC
764,2010-09-01,218275.0,IPC
765,2010-10-01,219035.0,IPC
766,2010-11-01,219590.0,IPC
767,2010-12-01,220472.0,IPC
768,2011-01-01,221187.0,IPC
769,2011-02-01,221898.0,IPC
770,2011-03-01,223046.0,IPC
771,2011-04-01,224093.0,IPC
772,2011-05-01,224806.0,IPC
773,2011-06-01,224806.0,IPC
774,2011-07-01,225395.0,IPC
775,2011-08-01,226106.0,IPC
