,VTI_value,cierre_anterior,pct_change_1d,pct_change_5d,pct_change_10d,TPM_value,TPM_var,TDES_value,TDES_var,IPC_value,IPC_var,PIB_value,PIB_var,BC_value,BC_var
2023-12-01,228.17,226.26,0.844161584018388,1.2379093087230508,2.5252752190518812,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-04,227.35,228.17,-0.35938116316781565,1.0040428273135227,1.9004078705571192,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-05,226.91,227.35,-0.19353419837254693,0.7459041868312477,0.9431024511766584,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-06,225.95,226.91,-0.423075228063996,0.2751519992899132,0.7895441163350725,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-07,227.76,225.95,0.8010621818986596,0.6629541235746439,1.1637203517811168,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-08,228.85,227.76,0.4785739374780551,0.2980234036025875,1.5396219717809911,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-11,229.79,228.85,0.41074939916976305,1.0732351000659834,2.0880536674219075,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-12,230.66,229.79,0.3786065538100125,1.6526376096249518,2.410868889579554,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-13,234.24,230.66,1.55206797884333,3.6689533082540526,3.954200505924632,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-14,235.63,234.24,0.5934084699453557,3.4553916403231577,4.14125342526297,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-15,235.31,235.63,-0.13580613673980224,2.822809700677298,3.129245737827069,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-18,236.33,235.31,0.4334707407249949,2.846076852778623,3.949857048603489,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-19,238.06,236.33,0.7320272500317415,3.208185207664971,4.9138424926182145,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-20,234.51,238.06,-1.491220700663698,0.11526639344261458,3.788448771852182,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-21,236.09,234.51,0.6737452560658497,0.19522132156346572,3.6573586231120503,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-22,236.63,236.09,0.22872633317803093,0.5609621350558758,3.3996067292986654,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-26,237.8,236.63,0.49444280099735227,0.6220115939576054,3.48579137473346,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-27,238.25,237.8,0.18923465096718495,0.07981181214820054,3.290557530564464,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-28,238.13,238.25,-0.05036726128017088,1.5436441942774382,1.6606898907103762,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-12-29,237.22,238.13,-0.3821442069457892,0.47863103053920053,0.6747867419258924,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
